,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tipo_de_registro,indicador,tipo_atualizacao,cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nm_cidade_exterior,cod_pais,nm_pais,codigo_natureza_juridica,data_inicio_atividade,cnae_fiscal,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio,ddd_telefone_1,ddd_telefone_2,ddd_fax,correio_eletronico,qualificacao_responsavel,capital_social_empresa,porte_empresa,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,filler,"fim_registro
",latitude,longitude,endereco,mes_inicio_atividade,ano_inicio_atividade,mes_situacao_cadastral,ano_situacao_cadastral,data,mes_ano_abertura
51,51,51,9180,9180,1,F,,1129833000110,1,GUIMARAES COSMETICOS LTDA,CLINICA DO CABELEIREIRO,8,2018-09-24,1,,,,2062,1996-04-01,4772500,AVENIDA,CASTELO BRANCO,698,B,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32351495,98  32452135,98  32351921,,49,2000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 698 B SAO FRANCISCO cep: 65076091 MA ,brasil",4,1996,9,2018,2018-09-01,1996-04-01
52,52,52,9540,9540,1,F,,1179421000194,1,IMAGINA BRASIL LTDA,REVISTA MARANHAO TURISMO,2,2015-08-06,0,,,,2062,1996-04-30,1811302,AVENIDA,CASTELO BRANCO,559,SALA  106 A               EDIF  TOKIO,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  33028526,,,R.M.CONTABILIDADE@HOTMAIL.COM,49,300000.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 SALA  106 A               EDIF  TOKIO SAO FRANCISCO cep: 65076090 MA ,brasil",4,1996,8,2015,2015-08-01,1996-04-01
53,53,53,9728,9728,1,F,,1201111000129,1,MARIA DAS GRACAS BELO FALCAO,CONFEITARIA SAO LUIS,8,2000-06-02,1,,,,2135,1996-05-16,5611203,AVENIDA,CASTELO BRANCO,559,A LOJA 06,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 A LOJA 06 SAO FRANCISCO cep: 65076090 MA ,brasil",5,1996,6,2000,2000-06-01,1996-05-01
54,54,54,9920,9920,1,F,,1217174000173,1,VIRTUAL COMERCIO E REPRESENTACOES DE INFORMATICA LTDA,VIRTUAL,4,2018-11-06,63,,,,2062,1996-05-23,4789007,AVENIDA,CASTELO BRANCO,559,SALA 201,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 SALA 201 SAO FRANCISCO cep: 65099110 MA ,brasil",5,1996,11,2018,2018-11-01,1996-05-01
55,55,55,10196,10196,1,F,,1254759000163,1,SOCIEDADE BRASILEIRA DE ORTOP E TRAUMATOLOGIA-REG MA,,4,2018-11-06,63,,,,3999,1996-06-18,9412099,AVENIDA,CASTELO BRANCO,148,SALA 305,SAO FRANCISCO,65075190.0,MA,921,SAO LUIS,,,,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 SALA 305 SAO FRANCISCO cep: 65075190 MA ,brasil",6,1996,11,2018,2018-11-01,1996-06-01
56,56,56,10227,10227,1,F,,1257660000115,1,Q. R. B. PEREIRA COMERCIO E SERVICOS DE INFORMATICA,BYTE INFORMATICA,4,2018-11-06,63,,,,2135,1996-06-17,4751201,AVENIDA,CASTELO BRANCO,173,QUADRA 31,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32273899,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 173 QUADRA 31 SAO FRANCISCO cep: 65076090 MA ,brasil",6,1996,11,2018,2018-11-01,1996-06-01
57,57,57,10327,10327,1,F,,1271314000191,1,PILARES CONSTRUCOES & SERVICOS LTDA,,4,2018-11-06,63,,,,2062,1996-06-24,4120400,AVENIDA,CASTELO BRANCO,605,SALA 310,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 310 SAO FRANCISCO cep: 65099110 MA ,brasil",6,1996,11,2018,2018-11-01,1996-06-01
58,58,58,10424,10424,1,F,,1279393000187,1,LIMASIL ALIMENTOS LTDA,LANCHEBEM,8,1998-05-06,1,,,,2062,1996-07-01,5611203,AVENIDA,CASTELO BRANCO,733B,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 733B  SAO FRANCISCO cep: 65099110 MA ,brasil",7,1996,5,1998,1998-05-01,1996-07-01
59,59,59,10969,10969,1,F,,1351937000174,1,MELO E COELHO LTDA,FABRICA DE CRIACAO,8,2003-08-22,1,,,,2062,1996-08-06,7311400,AVENIDA,CASTELO BRANCO,559A,ED TOQUIO LOJA 06,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,009802277627,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559A ED TOQUIO LOJA 06 SAO FRANCISCO cep: 65076090 MA ,brasil",8,1996,8,2003,2003-08-01,1996-08-01
60,60,60,10995,10995,1,F,,1356570004330,2,BRASILVEICULOS COMPANHIA DE SEGUROS,,8,2019-10-24,1,,,,2054,2018-06-13,6512000,AVENIDA,CASTELO BRANCO,493,LETRA A,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32278073,,,PROCESSO@NRCONTABILIDADE.COM.BR,16,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 493 LETRA A SAO FRANCISCO cep: 65076090 MA ,brasil",6,2018,10,2019,2019-10-01,2018-06-01
61,61,61,11884,11884,1,F,,1469896000115,1,M. I. MELO FONSECA.,,8,2001-06-25,1,,,,2135,1996-10-09,4782202,AVENIDA,CASTELO BRANCO,600,A  LOJA 03,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 600 A  LOJA 03 SAO FRANCISCO cep: 65076090 MA ,brasil",10,1996,6,2001,2001-06-01,1996-10-01
62,62,62,11963,11963,1,F,,1479261000107,1,RECOMVET REPRESENTACAO E COMERCIO DE INFORMATICA E TECNOLOGIA LTDA,,8,2015-02-09,73,,,,2062,1996-10-15,4751201,AVENIDA,CASTELO BRANCO,559,SALA 105,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  2270582,,98  2270582,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 SALA 105 SAO FRANCISCO cep: 65076090 MA ,brasil",10,1996,2,2015,2015-02-01,1996-10-01
63,63,63,11982,11982,1,F,,1481353000113,1,ASSOCIACAO DE REDE DOS SUPERMERCADOS DO MARANHAO,REDE SUPER,4,2018-09-11,63,,,,3999,1996-10-16,9430800,AVENIDA,CASTELO BRANCO,605,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605  SAO FRANCISCO cep: 65099110 MA ,brasil",10,1996,9,2018,2018-09-01,1996-10-01
64,64,64,12410,12410,1,F,,1534411000987,2,GRAHAM BELL ENGENHARIA DE TELECOMUNICACOES LTDA,,8,2013-09-25,1,,,,2062,1975-12-01,4221904,AVENIDA,CASTELO BRANCO,657,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 657  SAO FRANCISCO cep: 65076090 MA ,brasil",12,1975,9,2013,2013-09-01,1975-12-01
65,65,65,12613,12613,1,F,,1562908000151,1,MARQUES MOREIRA INFORMATICA LTDA,M & M INFORMATICA,8,2018-08-28,1,,,,2062,1996-12-02,4751201,AVENIDA,CASTELO BRANCO,148,LOJA: 08;,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  32353657,,,,49,40000.0,1,6,2007-07-01,2018-08-28,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 LOJA: 08; SAO FRANCISCO cep: 65076090 MA ,brasil",12,1996,8,2018,2018-08-01,1996-12-01
66,66,66,12950,12950,1,F,,1617654000121,1,MASTER REPRESENTACOES COMERCIAIS LTDA,MASTER REPRESENTACOES COMERCIAIS LTDA,8,1998-10-07,1,,,,2062,1997-01-09,7490101,AVENIDA,CASTELO BRANCO,605,SALA 315,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,098 2355676,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 315 SAO FRANCISCO cep: 65099110 MA ,brasil",1,1997,10,1998,1998-10-01,1997-01-01
67,67,67,13129,13129,1,F,,1635641000185,1,F A TOMASI,PROMIDIA PUBLICIDADE,8,2008-12-31,71,,,,2135,1997-01-21,7311400,AVENIDA,CASTELO BRANCO,499 A,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 499 A  SAO FRANCISCO cep: 65099110 MA ,brasil",1,1997,12,2008,2008-12-01,1997-01-01
68,68,68,13327,13327,1,F,,1664807000191,1,SAMI ANIS WASSOUF,QUICK LANCHES,4,2018-11-06,63,,,,2135,1997-01-23,5611203,AVENIDA,CASTELO BRANCO,148,LOJA II SALA 101,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,098 2323717,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 LOJA II SALA 101 SAO FRANCISCO cep: 65099110 MA ,brasil",1,1997,11,2018,2018-11-01,1997-01-01
69,69,69,13810,13810,1,F,,1720014000142,1,D S BOGEA OLIVEIRA,M P ELETRONICA,8,2015-02-09,73,,,,2135,1997-03-13,4756300,AVENIDA,CASTELO BRANCO,788,ALTOS-A,SAO FRANCISCO,65076000.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 788 ALTOS-A SAO FRANCISCO cep: 65076000 MA ,brasil",3,1997,2,2015,2015-02-01,1997-03-01
70,70,70,13838,13838,1,F,,1725442000168,1,ALVANIR DE M S ARAUJO,VENUS ELETRONICA,2,2005-11-03,0,,,,2135,1997-03-24,4742300,AVENIDA,CASTELO BRANCO,374,: C;,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32227599,,,,50,50000.0,1,6,2009-01-01,2015-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 374 : C; SAO FRANCISCO cep: 65076091 MA ,brasil",3,1997,11,2005,2005-11-01,1997-03-01
71,71,71,14288,14288,1,F,,1788269000147,1,G.DOURADO MARTINS,HQPTT-8,8,2008-12-31,71,,,,2135,1997-02-18,5611201,AVENIDA,CASTELO BRANCO,109,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 109  SAO FRANCISCO cep: 65099110 MA ,brasil",2,1997,12,2008,2008-12-01,1997-02-01
72,72,72,14322,14322,1,F,,1793365000183,1,INFORCHEK PROMOTORA DE VENDAS E SERVICOS LTDA,INFORCHECK,4,2018-11-06,63,,,,2062,1997-03-14,7319002,AVENIDA,CASTELO BRANCO,673,QUADRA13                  EDIF  COM LISBOA          SALA  301302 E 303,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,98  88354955,,98  32356235,pedropcn@hotmail.com,49,0.0,1,6,2007-07-01,2008-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 673 QUADRA13                  EDIF  COM LISBOA          SALA  301302 E 303 SAO FRANCISCO cep: 65076090 MA ,brasil",3,1997,11,2018,2018-11-01,1997-03-01
73,73,73,14669,14669,1,F,,1848707000115,1,R. LEDA ITAPARY,FESTAS E MAGIA,8,2008-12-31,71,,,,2135,1997-05-16,4755501,AVENIDA,CASTELO BRANCO,273,TERREO,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 273 TERREO SAO FRANCISCO cep: 65099110 MA ,brasil",5,1997,12,2008,2008-12-01,1997-05-01
74,74,74,14750,14750,1,F,,1861476000180,1,ODILON R DA SILVA,CENTRAL DE COSMETICOS,8,2008-12-31,71,,,,2135,1997-05-23,4772500,AVENIDA,CASTELO BRANCO,285,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 285  SAO FRANCISCO cep: 65099110 MA ,brasil",5,1997,12,2008,2008-12-01,1997-05-01
75,75,75,14899,14899,1,F,,1876772000154,1,ANYELE E ANGUH LTDA,M - TEAM COMPUTERS,8,2008-12-31,71,,,,2062,1997-05-19,6203100,AVENIDA,CASTELO BRANCO,528-B,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,098 2353515,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 528-B  SAO FRANCISCO cep: 65076090 MA ,brasil",5,1997,12,2008,2008-12-01,1997-05-01
76,76,76,15067,15067,1,F,,1908226000158,1,CENTRO DE FORMACAO DE CONDUTORES PADRAO EIRELI,CENTRO DE FORMACAO DE CONDUTORES PADRAO,2,2005-11-03,0,,,,2305,1997-06-10,8599601,AVENIDA,CASTELO BRANCO,528,QDA 90,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32358771,,,,65,100000.0,5,6,2018-01-01,2018-12-31,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 528 QDA 90 SAO FRANCISCO cep: 65076091 MA ,brasil",6,1997,11,2005,2005-11-01,1997-06-01
77,77,77,15108,15108,1,F,,1918378007225,2,EUROFLEX INDUSTRIA E COMERCIO DE COLCHOES LTDA,EUROSONO,2,2019-06-04,0,,,,2062,2019-06-04,3104700,AVENIDA,CASTELO BRANCO,679,,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,91  32155492,,,FISCAL@EUROSONO.COM.BR,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 679  SAO FRANCISCO cep: 65076090 MA ,brasil",6,2019,6,2019,2019-06-01,2019-06-01
78,78,78,15135,15135,1,F,,1922946000178,1,ALEXEY REPRESENTACOES LTDA,ALEXEY REPRESENTACOES LTDA,2,2006-12-02,0,,,,2062,1997-05-23,8299799,AVENIDA,CASTELO BRANCO,559 A,2. ANDAR  SALA 205,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 A 2. ANDAR  SALA 205 SAO FRANCISCO cep: 65099110 MA ,brasil",5,1997,12,2006,2006-12-01,1997-05-01
79,79,79,17189,17189,1,F,,2168803000185,1,NORDESTES MASSAS IND E COMERCIO LTDA,,8,2015-02-09,73,,,,2062,1997-10-15,1091101,AVENIDA,CASTELO BRANCO,753,CONJ 205,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 753 CONJ 205 SAO FRANCISCO cep: 65099110 MA ,brasil",10,1997,2,2015,2015-02-01,1997-10-01
80,80,80,17237,17237,1,F,,2177168000100,1,F M DO R BARROS PIMENTEL,DIRECTION COMERCIO E SERVICOS,8,2008-12-31,71,,,,2135,1997-10-20,4755502,AVENIDA,CASTELO BRANCO,333,SALA 308,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,098 2354253,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 333 SALA 308 SAO FRANCISCO cep: 65099110 MA ,brasil",10,1997,12,2008,2008-12-01,1997-10-01
81,81,81,17330,17330,1,F,,2195339000116,1,CONSTRUTORA M A DIAS LTDA,,8,2001-06-21,1,,,,2062,1997-10-29,4120400,AVENIDA,CASTELO BRANCO,707,EDF. ENEIDA SALA 215,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,098 2350127,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 707 EDF. ENEIDA SALA 215 SAO FRANCISCO cep: 65099110 MA ,brasil",10,1997,6,2001,2001-06-01,1997-10-01
82,82,82,17704,17704,1,F,,2255975000196,1,LAURENTINA VELOSO YOUSSEF,ANGEL'S LANCHES,8,2008-12-31,71,,,,2135,1997-10-23,5611203,AVENIDA,CASTELO BRANCO,488-A,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 488-A  SAO FRANCISCO cep: 65099110 MA ,brasil",10,1997,12,2008,2008-12-01,1997-10-01
83,83,83,17790,17790,1,F,,2266812000109,1,RESRAURANTE 3R LTDA,RESTAURANTE 3R,8,2008-12-31,71,,,,2062,1997-12-04,5611201,AVENIDA,CASTELO BRANCO,304 A,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 304 A  SAO FRANCISCO cep: 65099110 MA ,brasil",12,1997,12,2008,2008-12-01,1997-12-01
84,84,84,18048,18048,1,F,,2304149000190,1,J R P GUIMARAES,,8,2015-02-09,73,,,,2135,1997-12-20,4789099,AVENIDA,CASTELO BRANCO,559,SALA 105,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559 SALA 105 SAO FRANCISCO cep: 65099110 MA ,brasil",12,1997,2,2015,2015-02-01,1997-12-01
85,85,85,18879,18879,1,F,,2395890000103,1,LUCIANA COSTA SANTOS,HOLLYWOOD'S RESTAURANTS,8,2008-12-31,71,,,,2135,1998-03-06,5611201,AVENIDA,CASTELO BRANCO,673,,SAO FRANCISCO,65070000.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 673  SAO FRANCISCO cep: 65070000 MA ,brasil",3,1998,12,2008,2008-12-01,1998-03-01
86,86,86,19284,19284,1,F,,2455919000103,1,COSTA E PORTELA LTDA,EMPORIO,8,2000-10-10,1,,,,2062,1998-04-07,1412602,AVENIDA,CASTELO BRANCO,148,"S-508,COM.CAST.BRANCO",SAO FRANCISCO,65070000.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 S-508,COM.CAST.BRANCO SAO FRANCISCO cep: 65070000 MA ,brasil",4,1998,10,2000,2000-10-01,1998-04-01
87,87,87,19503,19503,1,F,,2497737000197,1,I S CARVALHO,MULTIPLAST,4,2018-11-06,63,,,,2135,1998-05-05,4774100,AVENIDA,CASTELO BRANCO,285,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 285  SAO FRANCISCO cep: 65099110 MA ,brasil",5,1998,11,2018,2018-11-01,1998-05-01
88,88,88,19569,19569,1,F,,2499486000180,1,CURSO SAO JOSE LTDA,CURSO SAO JOSE,8,1999-03-09,1,,,,2062,1998-05-08,8513900,AVENIDA,CASTELO BRANCO,111,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 111  SAO FRANCISCO cep: 65099110 MA ,brasil",5,1998,3,1999,1999-03-01,1998-05-01
89,89,89,19636,19636,1,F,,2504382000116,1,SARAH M BERTO,CANTINHO MINEIRO,4,2018-11-06,63,,,,2135,1998-05-12,5612100,AVENIDA,CASTELO BRANCO,148,LOJA 11,SAO FRANCISCO,65075000.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 148 LOJA 11 SAO FRANCISCO cep: 65075000 MA ,brasil",5,1998,11,2018,2018-11-01,1998-05-01
90,90,90,19770,19770,1,F,,2517198000100,1,LABORO - CENTRO DE CONSULTORIA QUALIFICAO E POS-GRADUACAO LTDA,FACULDADE LABORO,2,2005-11-03,0,,,,2062,1998-05-08,8531700,AVENIDA,CASTELO BRANCO,605,SALA 401,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,5,800000.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 605 SALA 401 SAO FRANCISCO cep: 65099110 MA ,brasil",5,1998,11,2005,2005-11-01,1998-05-01
91,91,91,19771,19771,1,F,,2517198000372,2,LABORO - CENTRO DE CONSULTORIA QUALIFICAO E POS-GRADUACAO LTDA,INSTITUTO LABORO,2,2016-06-14,0,,,,2062,2016-06-14,8531700,AVENIDA,CASTELO BRANCO,195,LOJA  01,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32199900,,,EDUARDO@FACULDADELABORO.COM.BR,5,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 195 LOJA  01 SAO FRANCISCO cep: 65076091 MA ,brasil",6,2016,6,2016,2016-06-01,2016-06-01
92,92,92,19922,19922,1,F,,2537738001270,2,FRICARNE COMERCIO DE CARNES LTDA,FRICARNE,8,2000-06-23,1,,,,2062,1998-05-20,4722901,AVENIDA,CASTELO BRANCO,852,"LOTES I E II, QDA 08",SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 852 LOTES I E II, QDA 08 SAO FRANCISCO cep: 65099110 MA ,brasil",5,1998,6,2000,2000-06-01,1998-05-01
93,93,93,20172,20172,1,F,,2565985000128,1,IGREJA EVANGELICA TICALEAH,,8,2008-12-31,71,,,,3999,1998-05-27,9491000,AVENIDA,CASTELO BRANCO,466,2. ANDAR,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,16,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 466 2. ANDAR SAO FRANCISCO cep: 65099110 MA ,brasil",5,1998,12,2008,2008-12-01,1998-05-01
94,94,94,20425,20425,1,F,,2608916000154,1,R N REIS DA SILVA RESTAURANTE,,8,2008-12-31,71,,,,2135,1998-06-30,5611201,AVENIDA,CASTELO BRANCO,600,A,SAO FRANCISCO,65075000.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 600 A SAO FRANCISCO cep: 65075000 MA ,brasil",6,1998,12,2008,2008-12-01,1998-06-01
95,95,95,20465,20465,1,F,,2620083000147,1,H. JARDIM DUTRA,O MUNDO EM FESTAS E PRESENTES,8,2019-05-27,1,,,,2135,1998-07-09,4789099,AVENIDA,CASTELO BRANCO,261,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 261  SAO FRANCISCO cep: 65099110 MA ,brasil",7,1998,5,2019,2019-05-01,1998-07-01
96,96,96,20475,20475,1,F,,2622648000125,1,H. JARDIM DUTRA,O MUNDO EM FESTAS E PRESENTES,1,1998-07-09,11,,,,2135,1998-07-09,4774100,AVENIDA,CASTELO BRANCO,261,,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,5,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 261  SAO FRANCISCO cep: 65099110 MA ,brasil",7,1998,7,1998,1998-07-01,1998-07-01
97,97,97,21100,21100,1,F,,2700249000135,1,EVIDENCE CABELEIREIROS LTDA,EVIDENCE CABELEIREIROS,4,2018-11-06,63,,,,2062,1998-08-28,9602501,AVENIDA,CASTELO BRANCO,92,"SL 14A, COLOSSAL CENT",SAO FRANCISCO,65075000.0,MA,921,SAO LUIS,,,,,49,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 92 SL 14A, COLOSSAL CENT SAO FRANCISCO cep: 65075000 MA ,brasil",8,1998,11,2018,2018-11-01,1998-08-01
98,98,98,21176,21176,1,F,,2705508000110,1,PAULO A.E.S.PELLEGRINI,ARTMIDIA,2,2005-11-03,0,,,,2135,1998-09-01,4761001,AVENIDA,CASTELO BRANCO,788,,SAO FRANCISCO,65075260.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 788  SAO FRANCISCO cep: 65075260 MA ,brasil",9,1998,11,2005,2005-11-01,1998-09-01
99,99,99,21367,21367,1,F,,2735428001007,2,TOLEDO PIZA ADVOGADOS ASSOCIADOS,,8,2017-01-31,1,,,,2232,2002-09-12,6911701,AVENIDA,CASTELO BRANCO,657,3 ANDAR,SAO FRANCISCO,65076090.0,MA,921,SAO LUIS,11  33343000,,,,49,0.0,5,0,,,,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 657 3 ANDAR SAO FRANCISCO cep: 65076090 MA ,brasil",9,2002,1,2017,2017-01-01,2002-09-01
100,100,100,21659,21659,1,F,,2780496000199,1,KILT COMERCIO E SERVICOS LTDA,KILT,2,2005-11-03,0,,,,2062,1998-10-08,4751201,AVENIDA,CASTELO BRANCO,746,,SAO FRANCISCO,65076091.0,MA,921,SAO LUIS,98  32277473,,98  32264426,ABEL@KILT.COM.BR,49,30000.0,1,5,2016-01-01,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 746  SAO FRANCISCO cep: 65076091 MA ,brasil",10,1998,11,2005,2005-11-01,1998-10-01
101,101,101,21939,21939,1,F,,2819461000116,1,C.M. PIMENTA,CLAUDIO CELULARES,4,2018-11-06,63,,,,2135,1998-11-03,4751201,AVENIDA,CASTELO BRANCO,559-A,LOJA 6-A,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 559-A LOJA 6-A SAO FRANCISCO cep: 65099110 MA ,brasil",11,1998,11,2018,2018-11-01,1998-11-01
102,102,102,22327,22327,1,F,,2873808000109,1,A. VAZ BARROS,VENUS ELETRONICA,4,2018-11-06,63,,,,2135,1998-12-02,4789099,AVENIDA,CASTELO BRANCO,374,D,SAO FRANCISCO,65099110.0,MA,921,SAO LUIS,,,,,50,0.0,1,0,,,N,,,,"F
",-2.5090395,-44.3031077,"CASTELO BRANCO 374 D SAO FRANCISCO cep: 65099110 MA ,brasil",12,1998,11,2018,2018-11-01,1998-12-01
